loss,mean_squared_error,val_loss,val_mean_squared_error
0.011036909185349941,0.006819858215749264,0.00836169347167015,0.0076684243977069855
0.007085138466209173,0.006656074430793524,0.008183944039046764,0.007906496524810791
0.006866190582513809,0.006651927251368761,0.007847985252737999,0.007677877321839333
0.006793434266000986,0.006645579822361469,0.0076828608289361,0.007548527792096138
0.006772488821297884,0.006642273161560297,0.007684569805860519,0.007567340508103371
0.006726748775690794,0.006608107592910528,0.00760915270075202,0.0074858409352600574
0.006734004244208336,0.006621509324759245,0.007700223941355944,0.007595551200211048
0.006707788910716772,0.006596627179533243,0.007696033455431461,0.007591703906655312
0.006660883314907551,0.0065526822581887245,0.008049997501075268,0.007932265289127827
0.0067091514356434345,0.0065995738841593266,0.007649810519069433,0.007535095792263746
0.006711471825838089,0.006600306835025549,0.007681769784539938,0.007561767939478159
0.006628616712987423,0.006515194196254015,0.007583878468722105,0.0074539827182888985
0.006658171769231558,0.006532532628625631,0.00770451920107007,0.00759090157225728
0.006648960057646036,0.00652825552970171,0.008029897697269917,0.007906348444521427
0.006657000165432692,0.006526217330247164,0.007595473434776068,0.0074577657505869865
0.0066248271614313126,0.006486640777438879,0.007657249923795462,0.00750473327934742
0.006605553440749645,0.0064594135619699955,0.0076828268356621265,0.007540487218648195
0.006586364936083555,0.006444212514907122,0.0076433997601270676,0.007479995489120483
0.006594385951757431,0.00643629115074873,0.007753031328320503,0.007601593621075153
0.006583433132618666,0.006422675214707851,0.0076962304301559925,0.007533390540629625
0.006571553647518158,0.006405208259820938,0.007634300272911787,0.0074701770208776
0.006510613486170769,0.006333340425044298,0.007890686392784119,0.007713706698268652
0.006520018447190523,0.006332088727504015,0.00753446202725172,0.00733114592730999
0.006530424579977989,0.006333973258733749,0.007510184310376644,0.00729473726823926
0.0064748115837574005,0.006264702416956425,0.0077285864390432835,0.00751421507447958
0.006469589192420244,0.006252147722989321,0.0075211613439023495,0.007303221151232719
0.006455348338931799,0.006239880342036486,0.007413389626890421,0.007200830150395632
