loss,mean_squared_error,val_loss,val_mean_squared_error
0.014286395162343979,0.006922421045601368,0.00931508094072342,0.00757993757724762
0.0077032833360135555,0.006690054666250944,0.008298060856759548,0.007678649853914976
0.00711829261854291,0.006663959939032793,0.007937069982290268,0.007604713086038828
0.006890299264341593,0.006619798950850964,0.007955561392009258,0.007734959479421377
0.006866282317787409,0.006678500212728977,0.007825063541531563,0.00765975471585989
0.006800981238484383,0.00664529949426651,0.007776876445859671,0.007631837856024504
0.006716039031744003,0.006580963730812073,0.007905207574367523,0.007782012224197388
0.0067494758404791355,0.0066322037018835545,0.007751459255814552,0.007637199014425278
0.006723774131387472,0.006611581891775131,0.007729014381766319,0.007611032109707594
0.006684926338493824,0.006576811894774437,0.007645065430551767,0.007543604355305433
0.006659596227109432,0.006558423861861229,0.0077131763100624084,0.007617614232003689
0.0066744317300617695,0.006574176251888275,0.00767150241881609,0.007576406467705965
0.006662752479314804,0.006564094685018063,0.00807082187384367,0.007974890992045403
0.006673463154584169,0.006570365279912949,0.007651186548173428,0.007545649539679289
0.006688469555228949,0.00658654049038887,0.007774362340569496,0.007681536953896284
0.006642631720751524,0.006541872397065163,0.007853719405829906,0.007745436392724514
0.006632364820688963,0.006523026153445244,0.007731027901172638,0.007624455261975527
0.006645935587584972,0.006536003667861223,0.00767826521769166,0.007572792936116457
0.00660805543884635,0.006495460402220488,0.007713268976658583,0.007598033174872398
0.006654086522758007,0.006542200688272715,0.007575414143502712,0.00745750404894352
0.00663226842880249,0.0065097748301923275,0.007634884212166071,0.007521642372012138
0.006581118330359459,0.00645479466766119,0.007730844430625439,0.007603654637932777
0.006608679890632629,0.006478614639490843,0.0076656281016767025,0.007533898111432791
0.006569375284016132,0.006438722368329763,0.0076629240065813065,0.007519906852394342
0.006582735106348991,0.0064359400421381,0.007593092508614063,0.007449375931173563
0.0065710050985217094,0.006431678310036659,0.007605126593261957,0.0074492995627224445
0.006566849537193775,0.006415012292563915,0.007603542413562536,0.007449607364833355
0.006649373099207878,0.0064821867272257805,0.007738109212368727,0.0075765689834952354
0.006553987506777048,0.006390363443642855,0.007565934676676989,0.007395717781037092
0.006531174294650555,0.006364139728248119,0.007581604644656181,0.007414140272885561
0.006516174878925085,0.0063374703750014305,0.007874112576246262,0.007703076116740704
0.006489540450274944,0.006307119503617287,0.007836413569748402,0.007646089885383844
0.00651161652058363,0.0063165174797177315,0.007502284832298756,0.0073211160488426685
0.00646394956856966,0.006272677332162857,0.007752036210149527,0.007552131544798613
0.0064629921689629555,0.0062584965489804745,0.00755043001845479,0.007353713735938072
0.006468762177973986,0.006274297833442688,0.007464270107448101,0.007256014738231897
0.006436198018491268,0.0062278034165501595,0.007523810025304556,0.0073124137707054615
0.006427291315048933,0.006207004189491272,0.007424476556479931,0.007221992127597332
0.0063755144365131855,0.00617116317152977,0.007561934646219015,0.00736048212274909
0.006383858621120453,0.006173466332256794,0.007514378055930138,0.0073124561458826065
0.006383051164448261,0.006181125063449144,0.007415849715471268,0.007219832390546799
0.006381437182426453,0.00618255278095603,0.007440838497132063,0.007246274035423994
0.0063626812770962715,0.006166967563331127,0.008071137592196465,0.007868623360991478
0.006335109006613493,0.006138213444501162,0.007392635103315115,0.0071975113824009895
0.006361647509038448,0.006169799715280533,0.007433642167598009,0.007242389023303986
0.006322166882455349,0.0061241439543664455,0.007318111136555672,0.007112895138561726
0.006356371566653252,0.006156155839562416,0.007415770553052425,0.007233350072056055
0.0063236067071557045,0.0061352853663265705,0.00737907225266099,0.007188861723989248
0.0063315993174910545,0.0061439694836735725,0.007390831597149372,0.007212921977043152
0.00632513128221035,0.006144841201603413,0.007496146950870752,0.007307618390768766
0.006321986671537161,0.006135557312518358,0.007468844763934612,0.007288521155714989
0.00633624941110611,0.006155938375741243,0.007474713493138552,0.007294799201190472
0.006341088097542524,0.006159202195703983,0.007389736827462912,0.007221593521535397
0.006301562767475843,0.006127951201051474,0.007306528743356466,0.007126917596906424
0.006323684938251972,0.006138134747743607,0.007430398371070623,0.007253451272845268
0.006355317309498787,0.006182135082781315,0.0073020425625145435,0.007133979815989733
0.00631069578230381,0.006140196230262518,0.0073581417091190815,0.007183793932199478
0.006345540750771761,0.006171179935336113,0.0074211894534528255,0.007256981451064348
0.006317332852631807,0.006148122251033783,0.0073338458314538,0.007161687593907118
0.006331458687782288,0.006162560544908047,0.0073429192416369915,0.007167439442127943
0.0062827360816299915,0.0061058965511620045,0.007334379479289055,0.0071486844681203365
0.006310448050498962,0.0061373342759907246,0.0073410202749073505,0.0071698022074997425
0.006317424587905407,0.006143654230982065,0.007341268006712198,0.007182168774306774
0.006244197022169828,0.006081039551645517,0.007617893163114786,0.007434590719640255
0.006319864187389612,0.006147247273474932,0.007434274069964886,0.007264370564371347
0.006317691411823034,0.006149128545075655,0.0073859598487615585,0.0072127291932702065
0.0063240923918783665,0.006157745607197285,0.007307575549930334,0.0071433717384934425
0.006317073944956064,0.006154211238026619,0.007292908150702715,0.0071302964352071285
0.006298962980508804,0.006137024145573378,0.007258382625877857,0.007083577569574118
0.006328338757157326,0.006157992873340845,0.0074445148929953575,0.007283014710992575
0.006251834332942963,0.006083071697503328,0.007296311669051647,0.007128527387976646
0.0062427339144051075,0.006069382186979055,0.007333427667617798,0.007171446457505226
0.006255474407225847,0.0060932207852602005,0.007326521910727024,0.007158520165830851
0.006284631323069334,0.006116346921771765,0.007270210422575474,0.007103822659701109
0.00630677305161953,0.006143942940980196,0.007449004799127579,0.007286781445145607
0.006279734894633293,0.006120275240391493,0.007382815703749657,0.0072225299663841724
0.0062579140067100525,0.006095326505601406,0.007304482161998749,0.007142131216824055
0.006249353289604187,0.006088998634368181,0.00725606270134449,0.00709179975092411
0.006265225354582071,0.006099837366491556,0.0073252348229289055,0.007155421189963818
0.006212064065039158,0.006043245084583759,0.007301608100533485,0.007143920753151178
0.006286417134106159,0.006125902757048607,0.00740228733047843,0.007237766403704882
0.006299032364040613,0.006131025031208992,0.007359820883721113,0.007205198984593153
0.00620946055278182,0.006046495400369167,0.007310561835765839,0.007152150385081768
0.006244228687137365,0.006082605104893446,0.007346360012888908,0.007181335706263781
0.006294418592005968,0.006132040172815323,0.007299498654901981,0.007131113670766354
0.006266056094318628,0.006106407847255468,0.00746934674680233,0.0073029822669923306
0.006217969115823507,0.006048156414180994,0.007565495558083057,0.0074041057378053665
